,Name,GPA,Gender,Experience (yrs),School,Accepted
2553,Hugh Nickel,3.415717562770556,1,2.0,Cornell,0
2554,Raymond Wilson,3.725482441062568,1,1.0,Cornell,1
2555,Frank Bradley,3.682360934695109,1,3.0,Penn,1
2556,Burl Morris,3.2643776069969928,1,3.0,USC,0
2557,Lloyd Jackson,3.570724000243266,1,3.0,USC,1
2558,Pablo Hammers,3.37318216261195,1,1.0,Penn,0
2559,Ralph Marin,3.791143175606157,1,0.0,Penn,0
2560,John Shelley,3.04999912152767,1,2.0,USC,0
2561,Frederick Carson,3.923836402390324,1,3.0,Cornell,1
2562,Roger Gardner,3.7031935395299014,1,0.0,MIT,0
2563,Clarence Stone,3.167726210898739,1,1.0,Cornell,0
2564,Joseph Mcgovern,3.5119153332781217,1,2.0,USC,0
2565,Gary Burt,3.6182572953308068,1,1.0,Cornell,1
2566,Kelvin Homa,3.621795360532543,1,2.0,USC,1
2567,Todd Henry,3.4191237087433204,1,3.0,MIT,0
2568,Doug Newton,3.702762617231925,1,0.0,MIT,0
2569,Roger Trent,3.3012766671357743,1,0.0,USC,0
2570,Erick Schroeder,3.210196118376199,1,3.0,Penn,0
2571,Roland Briggs,3.542443086209531,1,1.0,Penn,0
2572,Wm Stroup,3.395206475932744,1,0.0,MIT,0
2573,Roman Link,3.354336139903964,1,1.0,USC,0
2574,Brian Mccarthy,3.1361990849542902,1,3.0,USC,0
2575,Gary Gould,3.7685748170057733,1,1.0,USC,0
2576,John Crabtree,3.5788981833958067,1,1.0,USC,1
2577,Jeremy Hernandes,3.7763556510132013,1,3.0,Cornell,1
2578,Jim Harvey,3.854090091360283,1,4.0,MIT,1
2579,Peter Amezquita,3.6882405923810815,1,2.0,Penn,1
2580,Hector Coleman,3.701508340300441,1,3.0,Penn,0
2581,Anthony Snyder,3.5394243448884164,1,1.0,USC,0
2582,Brian Marquez,2.9362498218131647,1,0.0,USC,1
2583,Sheldon Mclendon,3.6302552370359114,1,1.0,MIT,1
2584,Lazaro Lopez,3.4602762910554015,1,4.0,USC,0
2585,George Laporte,3.2347153580671932,1,2.0,MIT,0
2586,Jasper Turpin,3.0277707745820104,1,1.0,Penn,0
2587,William Chasteen,3.4236510493947803,1,2.0,USC,0
2588,Rose Archie,3.622908083490527,0,1.0,Wellesley,1
2589,Joshua Iredale,3.6440526971857636,1,1.0,Cornell,0
2590,Antonio Case,3.8217216500578832,1,0.0,MIT,0
2591,Thomas Coats,3.2353788996969812,1,3.0,USC,0
2592,Roland Johnson,3.4434418158265356,1,0.0,MIT,0
2593,Andrew Leggette,3.409302584433722,1,0.0,Penn,1
2594,Delores Chicoine,3.640720637777282,0,3.0,Barnard,0
2595,Oscar Reulet,3.613832427159464,1,1.0,MIT,1
2596,Rick Zulauf,2.9499456369825596,1,2.0,Penn,0
2597,Josephine Romero,3.4658773701627337,0,1.0,Penn,0
2598,Arthur Jenkins,3.442803950026376,1,1.0,Penn,1
2599,Jeffrey Miller,3.6255930762746615,1,0.0,USC,0
2600,David Garcia,3.0584655374724417,1,0.0,USC,0
2601,Paul Burnley,3.6871236526463385,1,2.0,Penn,0
2602,Lorenza Fravel,3.7574078949634213,0,0.0,Wellesley,1
2603,Ryan Reynolds,3.8987993146545805,1,0.0,USC,1
2604,Howard Riley,3.845835317695378,1,2.0,Penn,1
2605,Daniel Berger,3.7883219947607962,1,1.0,USC,1
2606,Charles Vanblarcom,3.227567979923166,1,0.0,Cornell,0
2607,Justin Fowler,3.755575812460182,1,0.0,USC,0
2608,George Million,3.6054706009576036,1,3.0,USC,1
2609,William Wick,3.200305444882536,1,3.0,MIT,0
2610,Alex Brinson,3.4318011893277154,1,2.0,USC,0
2611,Murray Gomez,3.690055679774294,1,0.0,MIT,1
2612,Wayne Reardon,3.57835721359683,1,2.0,Penn,1
2613,Robin Morton,3.5899465806255484,1,0.0,MIT,0
2614,Eugene Vicario,3.7096554000903725,1,2.0,Cornell,1
2615,Denny Mora,2.9423209561955725,1,0.0,USC,0
2616,Frank Helm,3.655589523950607,1,0.0,MIT,0
2617,Douglas Benjamin,3.321061504763345,1,0.0,MIT,0
2618,Theodore Cowell,3.336128740923873,1,1.0,MIT,0
2619,James Gray,3.545340439957336,1,0.0,Penn,0
2620,John Goble,3.5546693587000755,1,1.0,Penn,0
2621,Jordan Avent,3.8771653586833468,1,2.0,Cornell,0
2622,John Bailey,3.2494928753335564,1,1.0,MIT,0
2623,Robert Brown,3.3391435360890442,1,2.0,USC,0
2624,Kenneth Smith,3.0882829402705996,1,3.0,Penn,1
2625,Beverly Puccio,3.310180369092599,0,4.0,Barnard,0
2626,James Leab,3.3508482532131962,1,0.0,Penn,0
2627,Edwin Daniels,2.798429782111286,1,1.0,Penn,0
2628,Clifford Hickman,2.874151257016333,1,0.0,MIT,1
2629,Kenneth Hernandez,3.782254462969952,1,4.0,MIT,0
2630,David Norris,3.4782673446203796,1,4.0,USC,0
2631,Daniel Delorey,3.440369684259361,1,1.0,MIT,0
2632,Donna Franklin,3.781600917237699,0,3.0,Barnard,0
2633,Andrew Knell,3.5940424552032075,1,2.0,MIT,0
2634,Elliot May,3.730718953147394,1,0.0,Penn,1
2635,James Wood,3.4197159820778795,1,0.0,MIT,0
2636,Hans Schenck,3.911518132410298,1,1.0,MIT,1
2637,Armando Kintner,3.5473613909567847,1,1.0,Penn,0
2638,Charles Arredondo,3.5073987158616102,1,1.0,USC,0
2639,James Kavanagh,3.7571446774762256,1,3.0,USC,0
2640,Eric Vulich,3.9319634178801968,1,1.0,USC,1
2641,Keith Jones,3.5245845545726304,1,1.0,Cornell,0
2642,Jimmy Logan,3.4609380900182796,1,1.0,MIT,1
2643,Patrick Gaines,3.595381323874289,1,0.0,Cornell,0
2644,James Hicks,3.6906779076340306,1,3.0,MIT,1
2645,Mark Lucas,3.435860913612167,1,1.0,USC,0
2646,William Miller,3.8393656098538833,1,0.0,USC,1
2647,Roger Nagy,3.360876756476186,1,1.0,MIT,1
2648,Kyle Atkinson,3.9432365690875897,1,1.0,MIT,1
2649,James Johnson,3.137418089707889,1,1.0,USC,0
2650,John Jenkins,3.5668926917449584,1,1.0,USC,0
2651,Vince Starnes,3.5102668201278124,1,0.0,USC,1
2652,Merlin Williams,3.7480190927995256,1,1.0,USC,1
2653,Tony Cole,3.4405359585045217,1,2.0,USC,1
2654,Michael Belcher,3.561329929886872,1,1.0,USC,0
2655,Emmitt Davis,3.370494075899237,1,1.0,Penn,0
2656,Gayle Scott,3.5463062257578217,0,0.0,Barnard,0
2657,Perry Mitchell,3.275321755275979,1,0.0,MIT,1
2658,Joseph Pacheco,3.766808089913207,1,1.0,Cornell,0
2659,James Garcia,3.4948782443319146,1,2.0,USC,1
2660,Sharon Wise,3.365188374696473,0,0.0,Barnard,0
2661,Milton Dye,3.0413959528239034,1,0.0,Penn,0
2662,Jim Fitzpatrick,3.8633879256013266,1,1.0,USC,0
2663,David Horn,3.442664316165666,1,0.0,MIT,1
2664,Timothy Harris,3.3531501343250323,1,0.0,USC,0
2665,Charles Reeves,3.4366069075659142,1,2.0,Penn,1
2666,Don Drew,3.5751182563429267,1,0.0,USC,0
2667,Peter Skinner,2.9114877166237885,1,1.0,Penn,1
2668,Billy Halverson,3.892324526838503,1,0.0,Cornell,1
2669,Gary Hawthorne,3.6897031585721414,1,1.0,MIT,1
2670,Melvin Wilson,3.1751204594423186,1,0.0,MIT,0
2671,Delbert Duffy,3.502758439205816,1,4.0,MIT,0
2672,Eric Timm,3.820722511204218,1,1.0,USC,1
2673,John Graves,3.055150421318025,1,2.0,Cornell,0
2674,Joseph Campbell,3.5775421346835916,1,0.0,Penn,0
2675,Rickey Batte,3.4449973789396973,1,2.0,MIT,0
2676,James Mcafee,3.4200563520352296,1,1.0,MIT,0
2677,Edward Yeatts,3.183375574582698,1,1.0,Penn,0
2678,Christopher Croes,3.3277632083690483,1,3.0,MIT,0
2679,Charles Maughan,3.442252592077938,1,2.0,USC,0
2680,Leroy Benton,3.7017859566707565,1,1.0,Cornell,0
2681,Henry Barra,3.7420374150175078,1,2.0,USC,1
2682,Clinton Meza,3.355330118305697,1,0.0,USC,1
2683,Leslie Hirst,3.341714477246416,1,0.0,USC,0
2684,Richard Abbott,3.6417366480476883,1,0.0,MIT,0
2685,Robert Rowland,3.1020882576238833,1,0.0,USC,0
2686,Samuel Weaver,3.2881551054745968,1,1.0,Penn,0
2687,John Dini,3.69299068669556,1,4.0,USC,1
2688,James Smith,3.4751785921854084,1,0.0,Penn,1
2689,Carl Johnston,3.6206079306793897,1,1.0,Penn,0
2690,Billy Gowen,3.7023602189287086,1,3.0,USC,1
2691,Mary Mancuso,3.755482694073896,0,0.0,Barnard,1
2692,Jeff Mather,3.1783880622882075,1,3.0,USC,0
2693,Donnie Ferry,3.9171324570077015,1,2.0,Cornell,1
2694,Willie Wallin,3.5173887414867284,1,1.0,MIT,1
2695,Dewitt Lininger,3.908496540626039,1,2.0,USC,0
2696,Dirk Washington,3.3681612065972475,1,3.0,MIT,0
2697,Dennis Olive,3.335983243751197,1,2.0,USC,0
2698,Lawrence Moore,3.567653141990985,1,3.0,MIT,0
2699,Jose Natale,3.639260007744194,1,1.0,MIT,1
2700,Andre Sutherland,3.6804752326623493,1,2.0,USC,0
2701,Daryl Antal,3.636564126404876,1,0.0,USC,0
2702,Christopher Oleson,3.7697072577894586,1,0.0,MIT,0
2703,Barry Marcus,3.9162940776707513,1,2.0,USC,1
2704,Richard Jones,3.329175179822074,1,0.0,MIT,0
2705,Chad Williams,3.868947829999297,1,2.0,MIT,1
2706,Joe Stevenson,3.772009786009817,1,1.0,USC,0
2707,Edward Sheets,3.6792918781429766,1,1.0,Penn,1
2708,Jose Haller,3.531133982522637,1,1.0,Cornell,0
2709,Robert Strawser,3.743554781741819,1,3.0,USC,1
2710,James Thomas,3.2196689738890276,1,1.0,USC,0
2711,Joshua Borkowski,3.300346324540257,1,1.0,Cornell,0
2712,David Hunter,3.2775068619431242,1,1.0,USC,0
2713,Scott Howard,3.427759229562688,1,3.0,Penn,0
2714,Matthew Williams,3.1226926648496667,1,4.0,MIT,1
2715,Daryl Obrien,3.3830355461369686,1,1.0,Cornell,0
2716,Jeffrey Bisono,2.9446410209374867,1,0.0,USC,0
2717,Eloy Heath,3.345856767651519,1,1.0,MIT,1
2718,Brian Woodward,3.2081873769160687,1,2.0,USC,0
2719,William Gibson,3.8212760636031358,1,3.0,Penn,1
2720,Kyle Mcilwraith,3.632743415116576,1,1.0,MIT,0
2721,Tyler Jungling,3.3702667942824567,1,1.0,USC,0
2722,Larry Hovis,3.3595443177878908,1,2.0,Penn,0
2723,Michael Long,3.847186355860576,1,1.0,Penn,0
2724,Mark Berard,3.7154940185193963,1,0.0,USC,1
2725,Steven Holmes,3.484553823536609,1,1.0,Penn,0
2726,Michael Bracy,3.476909003967244,1,4.0,MIT,0
2727,Nathan Saravia,3.9755475580183557,1,2.0,Cornell,1
2728,Juan Arms,3.397121252569973,1,3.0,MIT,1
2729,Frank Lewis,3.3396641932243174,1,2.0,MIT,0
2730,Michael Ledford,3.67985618490435,1,1.0,Penn,1
2731,Gregory Kelly,3.7369462735396475,1,0.0,Penn,1
2732,Jack Mccarty,3.8109510109977114,1,1.0,USC,1
2733,Jack Wong,3.094887532334667,1,1.0,MIT,0
2734,Joe Chapin,3.636519446759844,1,2.0,MIT,1
2735,Judy Vannest,3.6629407356862775,0,0.0,Barnard,0
2736,Thomas Dawkins,2.992427348629394,1,0.0,Cornell,0
2737,Roberto Mcalpin,3.359637704166433,1,1.0,USC,0
2738,Kristopher Pezzuti,3.647709204366764,1,4.0,USC,1
2739,Brian Knowles,3.5753602443635066,1,0.0,USC,0
2740,Hiram Alex,3.34038050972498,1,1.0,USC,0
2741,John Lemoyne,3.51236159067912,1,0.0,MIT,0
2742,Harry Sandefur,3.1876569215816906,1,1.0,MIT,0
2743,Kenneth Rogers,3.3194968761041697,1,1.0,USC,0
2744,Jose Cadle,3.7490638551825834,1,1.0,MIT,0
2745,Michael Nichols,3.7253928996263754,1,2.0,MIT,1
2746,Refugio Halpern,3.725708303641795,1,1.0,Cornell,1
2747,Charles Lopez,3.3245543010549037,1,4.0,USC,0
2748,Timothy Brunson,3.523696493738493,1,1.0,MIT,0
2749,Kenny Vera,3.388168867907575,1,2.0,Penn,0
2750,Stephen Goularte,3.4419875604243697,1,3.0,Penn,0
2751,Randy Hayes,3.2515364988297355,1,0.0,MIT,1
2752,Charles Kelly,3.812981480166636,1,0.0,Penn,1
2753,Jeffery Collins,3.7472202020454803,1,1.0,Penn,0
2754,Francisco Peters,3.557156841979424,1,1.0,Penn,1
2755,Dennis Sims,3.429447220673288,1,1.0,USC,0
2756,Stacey Rodriguez,3.87335100879684,1,0.0,USC,0
2757,Paul Ford,3.910371506039941,1,3.0,MIT,1
2758,Leo Martinson,3.3969124367716783,1,0.0,MIT,0
2759,Joseph Alvarado,3.9832397688929735,1,1.0,USC,0
2760,Frances Guzman,3.6680478449614426,0,1.0,Wellesley,0
2761,Edward Townsend,3.13388648749833,1,2.0,Penn,0
2762,Damon Billinger,3.816591399353099,1,1.0,Penn,1
2763,Darryl Steward,3.1400682595163096,1,3.0,Cornell,0
2764,Kevin Thomas,3.3268582881417244,1,3.0,Penn,0
2765,Anna Carriaga,3.8481278603168754,0,0.0,Wellesley,0
2766,James Breen,3.6410177814349174,1,0.0,MIT,1
2767,James Overman,3.5485637074236585,1,2.0,Penn,0
2768,Kelly Little,3.2467818270698827,1,0.0,MIT,0
2769,Sandra Kath,3.7427324547306924,0,0.0,Barnard,0
2770,Larry Budzynski,3.0740246842950985,1,0.0,USC,0
2771,Rick Traylor,3.3395255646215594,1,1.0,USC,0
2772,Chandra Pleasant,3.508971444478265,0,1.0,Penn,0
2773,Bernie Sanders,3.196161902230106,1,3.0,MIT,1
2774,Douglas Strong,3.5099979871605753,1,2.0,Penn,0
2775,Wayne Jackson,3.687649861671416,1,0.0,USC,0
2776,William Parton,3.7065139451395472,1,1.0,MIT,1
2777,Zachary Mascorro,3.799922871581863,1,2.0,MIT,1
2778,Don Kehoe,3.5254052671113154,1,0.0,Penn,0
2779,Curtis Nelson,3.599505455582108,1,0.0,Penn,0
2780,Lynne Lue,3.8244400855597345,0,0.0,Wellesley,0
2781,Bryant Sansotta,3.430693706991698,1,2.0,MIT,0
2782,David Unnasch,3.818049790199463,1,1.0,Penn,0
2783,William Lara,3.2222164347419566,1,1.0,MIT,0
2784,William Washington,3.707067442866629,1,0.0,USC,1
2785,Gerard Ekmark,3.1148423206487204,1,1.0,MIT,0
2786,Bret Ackley,3.7148533705540485,1,0.0,USC,1
2787,Peter Mcguire,3.2064297265161583,1,0.0,USC,0
2788,Bert Funderburk,3.2508451659534874,1,0.0,MIT,0
2789,Ernest Wood,3.749073732630347,1,0.0,USC,1
2790,Elinor Lindholm,2.9234621315647074,0,1.0,Barnard,0
2791,Charles Patton,3.732559512879595,1,1.0,MIT,1
2792,Douglas Fraher,3.497146494094745,1,1.0,Cornell,1
2793,David Hightower,3.374786225960804,1,0.0,USC,1
2794,Clifton Minnick,3.712405830802784,1,3.0,Penn,1
2795,Steven Reveles,3.038754181890114,1,1.0,Cornell,0
2796,Edward Knapp,3.329827705052377,1,2.0,USC,0
2797,Robert Margulies,3.4327588363310415,1,1.0,Cornell,1
2798,William Mcconnell,3.3521332133128627,1,4.0,Penn,0
2799,Ralph Pangallo,3.7089043906598813,1,3.0,Cornell,1
2800,Ross William,3.1168747000039922,1,1.0,USC,0
2801,Blanca Chapman,3.4965412179844817,0,0.0,Wellesley,0
2802,Karl Silva,3.2722694942143895,1,0.0,USC,1
2803,George Gardner,3.370969033184097,1,2.0,USC,0
2804,Edward Heller,2.9127494394165887,1,2.0,MIT,0
2805,Phillip Castro,3.189560966627287,1,1.0,MIT,1
2806,Barrett Ricker,3.1645878158901475,1,1.0,USC,0
2807,Joseph Brown,3.669584041761362,1,2.0,USC,1
2808,Raymond Gibeau,3.5744264091419065,1,1.0,USC,1
2809,Lemuel Hiett,3.503937620840391,1,0.0,MIT,0
2810,Richard Fink,3.481198731603029,1,0.0,MIT,1
2811,Brent Johnson,3.879813439917337,1,1.0,Penn,0
2812,Edward Walsh,3.6093340454213396,1,1.0,Cornell,1
2813,John Tyler,3.8579699662057982,1,1.0,USC,1
2814,James Villalobos,3.8592040568811576,1,0.0,MIT,1
2815,Shawn Black,3.3711825706059457,1,4.0,MIT,0
2816,Joshua Cormier,3.6807815425517942,1,1.0,MIT,1
2817,Andrew Gehring,3.869981705472397,1,3.0,MIT,1
2818,Shawn Zona,3.3637855190764867,1,0.0,Cornell,0
2819,Danny Jennings,3.451502964459252,1,1.0,MIT,0
2820,Michael Fasano,3.2666576219293244,1,2.0,USC,0
2821,John Hurst,3.1053623367294305,1,4.0,USC,0
2822,David Llanes,3.2948617119799497,1,2.0,MIT,1
2823,Donald Rollins,3.4207298787547495,1,0.0,Cornell,1
2824,Jacqueline Bouchard,3.4708247236843803,0,0.0,Barnard,1
2825,Jeffrey Sargent,2.963610845551603,1,3.0,Penn,0
2826,Robert Garcia,3.958244026972353,1,2.0,USC,1
2827,Jefferson Stadler,3.6023162961105166,1,0.0,USC,1
2828,Albert Cornman,3.3529176665975466,1,0.0,USC,0
2829,Charles Eason,3.580780251621115,1,1.0,Penn,0
2830,Dwight Mcleod,3.2077236440455157,1,1.0,USC,1
2831,Clinton Stephens,2.938664098404613,1,2.0,USC,0
2832,Warren Wing,3.2801120222716453,1,1.0,MIT,0
2833,Steve Mills,3.650167483782626,1,1.0,MIT,1
2834,Craig Ortega,3.750319899763186,1,3.0,USC,1
2835,Frank Perez,3.9645053979578444,1,0.0,USC,1
2836,Terry Rocchio,3.7094489175408674,1,2.0,USC,1
2837,Edward Barnes,3.7170961194477545,1,0.0,USC,0
2838,Richard Banks,3.935932933131561,1,3.0,Cornell,1
2839,Murray Topps,3.694841268241184,1,3.0,MIT,1
2840,Ollie Reddick,3.3198288858189167,1,3.0,USC,0
2841,Frankie Sullivan,3.5324804708162256,1,1.0,Penn,0
2842,Kelly Howard,3.483642281155028,1,2.0,Penn,1
2843,Shane Glick,2.9643645763025517,1,3.0,USC,0
2844,William Goodwin,3.6042589738222435,1,2.0,MIT,0
2845,James Olofson,3.766977174806291,1,0.0,Penn,0
2846,John Moore,3.5651908959353684,1,1.0,USC,1
2847,Michael Williams,3.7056349451702904,1,4.0,MIT,1
2848,Robert Mccowan,2.782277243478193,1,2.0,USC,1
2849,Aaron Kim,3.8220584253548777,1,1.0,Penn,0
2850,Antonio Mitchell,3.4932940908591217,1,0.0,MIT,0
2851,Geraldo Howard,3.266206396863807,1,2.0,MIT,0
2852,Jim Hall,3.361630016859432,1,1.0,Penn,1
2853,Nelson Cole,3.7815694651553824,1,4.0,Cornell,1
2854,Calvin Bennett,3.018040400507317,1,3.0,Penn,0
2855,Arthur Sadler,2.985189670568559,1,0.0,MIT,1
2856,Marc Baker,3.915423489075729,1,0.0,Penn,0
2857,Adrian Morrison,3.4558252934667775,1,1.0,MIT,0
2858,Ramon Osborne,3.8656381271072986,1,0.0,USC,1
2859,William Estes,3.2842881884357196,1,3.0,USC,0
2860,Philip Paxton,3.6568908129401994,1,0.0,USC,1
2861,Basil Bailey,3.8006973017698384,1,1.0,USC,0
2862,William Thomas,3.731188314464193,1,1.0,MIT,0
2863,Jeffrey Dixon,3.31280493121523,1,0.0,USC,1
2864,Richard Frost,3.755407663309763,1,0.0,MIT,1
2865,Cesar Donelson,3.424778532174863,1,0.0,MIT,1
2866,Alfred Williams,3.1211835287188325,1,0.0,USC,1
2867,Aaron Mack,3.690344657833079,1,4.0,Penn,1
2868,Ali Gregor,3.2502114550212333,1,0.0,MIT,0
2869,Dennis Back,3.872454883013815,1,0.0,USC,1
2870,Shaun Mazza,3.4879618847332825,1,1.0,MIT,1
2871,Jerry Lucas,3.007314511496169,1,0.0,MIT,0
2872,Samuel Heimbach,3.8296281026656818,1,3.0,USC,1
2873,Marcus Graham,3.8128510972875667,1,0.0,MIT,0
2874,Robert Jordan,3.4790648821000927,1,2.0,USC,0
2875,Edith Sanchez,3.722961699141627,0,2.0,Barnard,0
2876,Sam Keen,3.7593670245295305,1,0.0,USC,1
2877,John Lemons,3.9204314823316944,1,1.0,USC,1
2878,Jeffrey Connealy,3.381137730511884,1,0.0,MIT,1
2879,Frank Farry,3.400324938416479,1,1.0,USC,0
2880,Scott Hansberger,3.50757070706001,1,1.0,MIT,0
2881,Walter Giles,3.246683572459525,1,2.0,Penn,0
2882,Jason Herr,3.4288304998459793,1,2.0,USC,0
2883,Anthony Munson,3.460611242127862,1,1.0,USC,0
2884,Charles Wardlow,3.707873993436108,1,0.0,MIT,0
2885,Bradley Cota,3.2706974109528333,1,2.0,USC,0
2886,Arthur Hanisch,3.658546074423435,1,0.0,Cornell,1
2887,Rosy Keitt,3.822617609585956,0,0.0,Barnard,1
2888,Jeffrey Petersen,3.852561635277133,1,1.0,USC,1
2889,Brandon Hoener,3.6363169394942525,1,0.0,USC,0
2890,Jose Erickson,2.9890339482588932,1,1.0,USC,0
2891,Donald Sexton,2.920276959460364,1,3.0,Penn,0
2892,Travis Barber,3.0192059837938254,1,1.0,USC,0
2893,Ronald Gurley,3.4865638666166427,1,1.0,Cornell,1
2894,Michael Sylvester,3.485453674168286,1,3.0,MIT,1
2895,John Ramirez,3.5668429452703196,1,0.0,MIT,0
2896,Shannon Barmore,3.15009167846117,1,4.0,USC,0
2897,Clifton Beard,3.3925156424132927,1,3.0,USC,0
2898,Francis Cooper,3.581805077053273,1,2.0,Cornell,0
2899,Jose Patterson,3.8391777328815913,1,0.0,MIT,1
2900,Frank Lewis,3.455364560140236,1,0.0,Cornell,0
2901,Keith Terry,3.7741405281083695,1,2.0,Penn,1
2902,Calvin Pemberton,3.793816119480353,1,1.0,USC,1
2903,Edward Crittenden,3.6888722919299433,1,2.0,Penn,1
2904,Alfred Ayala,3.391228665203274,1,0.0,USC,1
2905,Willie Dawson,2.999737824163989,1,2.0,Penn,0
2906,Glenn Hanson,3.872817017817515,1,0.0,USC,1
2907,Robert Breeden,3.497218742865992,1,2.0,USC,0
2908,Robert Willis,3.73668049937263,1,3.0,USC,1
2909,Ronald Yamashita,3.093986602233687,1,1.0,USC,0
2910,Daniel Sistrunk,3.4194000233759296,1,2.0,Penn,1
2911,Edward Sack,3.5755337294069856,1,1.0,USC,0
2912,Stanley Main,3.251536689475733,1,1.0,USC,0
2913,Ronald Wood,3.3816484577256123,1,0.0,USC,1
2914,Dan Berkley,3.365924257086022,1,1.0,USC,1
2915,William Mann,3.708759697634108,1,1.0,USC,0
2916,David Peters,3.265398543054739,1,0.0,Penn,0
2917,Gabriel Lopez,3.8255775907321565,1,2.0,Penn,0
2918,Robert Harris,3.097641258266764,1,2.0,MIT,1
2919,James Patrick,3.68157350781971,1,1.0,USC,0
2920,Kelley Dabbs,3.5507273900912066,1,3.0,MIT,0
2921,Richard Jones,3.70475494154567,1,0.0,Cornell,0
2922,Clayton Murphy,3.2272553527783048,1,1.0,MIT,0
2923,Albert Mitchell,3.942576036032481,1,0.0,USC,0
2924,Shirley Lenk,3.5738644322094877,0,2.0,Wellesley,0
2925,William Grande,3.774759286813549,1,0.0,USC,1
2926,Luther Jackson,3.5581979122613285,1,2.0,USC,0
2927,Emilio Rushing,3.830281079643996,1,0.0,USC,0
2928,Victor Williams,2.9682539991870835,1,1.0,MIT,0
2929,Carl Loiseau,3.5342573603830036,1,1.0,MIT,0
2930,Michael Smith,3.837580074371525,1,2.0,Cornell,1
2931,David Grossetete,3.643238572186634,1,1.0,MIT,0
2932,Freddie Ross,3.4834007942447682,1,1.0,USC,1
2933,Christopher Greene,3.9071059620063417,1,0.0,Penn,0
2934,Daniel Jenkins,3.423655253954337,1,3.0,MIT,1
2935,James Ostrowski,3.602362304114861,1,0.0,USC,1
2936,Henry Brown,3.6524016206173227,1,1.0,USC,1
2937,Ronald Shelton,3.433619417096799,1,1.0,USC,1
2938,Herb Swamp,3.753226460291922,1,3.0,USC,1
2939,Richard Edney,3.4851849516031237,1,0.0,Cornell,1
2940,James Becker,3.467789316414205,1,1.0,USC,0
2941,John Dresser,3.956360258329589,1,3.0,MIT,1
2942,Timothy Howell,3.4802638848772762,1,2.0,MIT,0
2943,David Gray,3.8740739108532143,1,3.0,MIT,1
2944,George Patten,3.5890037334623095,1,1.0,USC,1
2945,Leslie Askew,3.6355933456041294,1,3.0,USC,1
2946,Charles Brown,3.1623176353154854,1,0.0,Penn,0
2947,Gerald Moya,3.1960231199592664,1,0.0,USC,0
2948,Vance Chapman,3.533400957926892,1,0.0,Penn,0
2949,Andrew Carlos,3.356411362893045,1,1.0,USC,0
2950,Robert Sanders,3.027203071001545,1,1.0,MIT,0
2951,Jerry Benedict,3.6358008087739537,1,1.0,MIT,0
2952,Enrique Rogers,3.6903876035554486,1,2.0,MIT,0
2953,Blaine Moore,3.4815687918494485,1,0.0,MIT,0
2954,Thomas Hottinger,3.7952180727200293,1,1.0,USC,1
2955,Charles Brice,3.836123829367896,1,1.0,MIT,1
2956,Norman Kelcourse,3.3583434554823044,1,3.0,Penn,1
2957,James Owston,3.2408072434757864,1,1.0,USC,1
2958,Paul Drew,3.2470579403480255,1,4.0,Cornell,0
2959,Truman Reyes,3.0452931762600257,1,3.0,USC,0
2960,Lawrence Wasinger,3.3187696393802293,1,1.0,MIT,0
2961,Hugh Steen,3.3205753465138645,1,2.0,MIT,0
2962,Willie Alex,3.376890418511332,1,1.0,USC,0
2963,Ryan Smith,3.722682946933954,1,0.0,Cornell,0
2964,Douglas Whitson,2.9828187311937113,1,0.0,USC,0
2965,Darrell Macias,3.753042813068045,1,4.0,USC,1
2966,Edmond Malinski,3.580340696060423,1,0.0,USC,1
2967,Luis Allred,3.5311998953055785,1,3.0,Penn,0
2968,Steven Phillips,3.3476129218326767,1,2.0,MIT,0
2969,David Bates,3.71397602429213,1,1.0,MIT,1
2970,Garrett Rublee,3.725703205986332,1,3.0,USC,1
2971,Thomas Steen,2.982837577114964,1,2.0,Penn,1
2972,Ronald Meidinger,3.6233143804013737,1,0.0,Cornell,1
2973,John Greathouse,3.9704834844238253,1,0.0,USC,1
2974,Jerome Jones,3.418161005712194,1,1.0,MIT,0
2975,Marcus Hamilton,3.804570548374125,1,2.0,Penn,0
2976,Dustin Pierson,3.0889504846444997,1,1.0,USC,0
2977,Scott Cross,3.3337066966358253,1,1.0,USC,0
2978,Paul Haertel,3.3100368636308932,1,1.0,USC,0
2979,Chris Andre,3.1398803266068485,1,2.0,MIT,0
2980,Randy White,3.4611824735317884,1,1.0,USC,0
2981,Donald Ward,3.0910417165863233,1,0.0,Penn,1
2982,Nick Rogers,3.6811057267452436,1,1.0,Penn,1
2983,Royce Kelley,3.9498615739350456,1,0.0,Penn,1
2984,Jorge Hampton,3.2328407172164124,1,1.0,USC,0
2985,Alexander Seery,3.3213900162836163,1,3.0,MIT,0
2986,Jimmie Williams,3.5779881949129524,1,1.0,Penn,0
2987,Nathan Nott,3.732933646593573,1,0.0,MIT,0
2988,Charles Rabito,3.409672784141513,1,0.0,Penn,0
2989,Refugio Beauchamp,3.423328362685417,1,0.0,USC,0
2990,Francesco Fisher,3.498145231422172,1,1.0,USC,0
2991,Paul Carter,3.8643266847987037,1,1.0,USC,1
2992,Richard Carlson,3.2881982723593337,1,1.0,USC,1
2993,Russell Gordon,3.2222554240834693,1,1.0,Penn,0
2994,William Nichols,3.2006978157266133,1,2.0,Penn,0
2995,Clemente Thomas,3.167556432151767,1,1.0,USC,0
2996,James Oliveira,3.3417484166105567,1,0.0,Cornell,0
2997,Mohammad Gilreath,3.2631077833526216,1,1.0,USC,1
